izo,rocnik,poznamka,ucivo,blok RVP,ucivo RVP
102261458,9,,Mimoevropský svět,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"rozpad koloniálního systému, mimoevropský svět"
102261458,9,,Problémy současnosti,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,problémy současnosti
102261458,9,,"Věda, technika a vzdělání jako faktory vývoje",ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"věda, technika a vzdělání jako faktory vývoje; sport a zábava"
102261458,9,,Sport a zábava,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"věda, technika a vzdělání jako faktory vývoje; sport a zábava"
102264791,6,,,,
102264791,6,,muzea,ČLOVĚK V DĚJINÁCH,"význam zkoumání dějin, získávání informací o dějinách; historické prameny"
102264791,6,,měření času,ČLOVĚK V DĚJINÁCH,historický čas a prostor
102264791,6,,kalendáře,ČLOVĚK V DĚJINÁCH,historický čas a prostor
102264791,6,,letopočty,ČLOVĚK V DĚJINÁCH,historický čas a prostor
102264791,6,,proč se seznamovat s minulostí,ČLOVĚK V DĚJINÁCH,"význam zkoumání dějin, získávání informací o dějinách; historické prameny"
102264791,6,,dějepis,ČLOVĚK V DĚJINÁCH,"význam zkoumání dějin, získávání informací o dějinách; historické prameny"
102264791,6,,co vypráví archeologie,ČLOVĚK V DĚJINÁCH,"význam zkoumání dějin, získávání informací o dějinách; historické prameny"
102264791,6,,archivy,ČLOVĚK V DĚJINÁCH,"význam zkoumání dějin, získávání informací o dějinách; historické prameny"
102264791,6,,cenný zdroj poznávání,ČLOVĚK V DĚJINÁCH,"význam zkoumání dějin, získávání informací o dějinách; historické prameny"
102264791,6,,kamenné nástroje,POČÁTKY LIDSKÉ SPOLEČNOSTI,člověk a lidská společnost v pravěku
102264791,6,,pravěký člověk,POČÁTKY LIDSKÉ SPOLEČNOSTI,člověk a lidská společnost v pravěku
102264791,6,,Egypt,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102264791,6,,zavlažovací kanály,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102264791,6,,Mezopotámie,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102264791,6,,Foinikie,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102264791,6,,Čína,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102264791,6,,kočovné národy Asie,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102264791,6,,Indie,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102264791,6,,stavby,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102264791,6,,pyramidy,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102264791,6,,náboženství,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102264791,6,,balzamování,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102264791,6,,bozi,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102264791,6,,písmo,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102264791,6,,číslice,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102264791,6,,Řecko,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,antické Řecko a Řím
102264791,6,,Řím,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,antické Řecko a Řím
102264791,6,,křesťanství,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"křesťanství, papežství, císařství, křížové výpravy"
102264791,6,,vědy,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,antické Řecko a Řím
102264791,6,,stavitelství,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,antické Řecko a Řím
102264791,6,,olympijské hry,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,antické Řecko a Řím
102264791,6,,zákoník,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,antické Řecko a Řím
102264791,6,,společenské skupiny,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,antické Řecko a Řím
102264791,6,,temné období,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,antické Řecko a Řím
102264791,6,,archaické období,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,antické Řecko a Řím
102264791,6,,klasické období,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,antické Řecko a Řím
102264791,6,,helénistické období,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,antické Řecko a Řím
102264791,6,,demokracie,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,antické Řecko a Řím
102264791,6,,městské státy,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,antické Řecko a Řím
102264791,6,,římská republika,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,antické Řecko a Řím
102264791,6,,počátky zemědělství,POČÁTKY LIDSKÉ SPOLEČNOSTI,člověk a lidská společnost v pravěku
102264791,6,,řemesla,POČÁTKY LIDSKÉ SPOLEČNOSTI,člověk a lidská společnost v pravěku
102264791,6,,zpracování mědi,POČÁTKY LIDSKÉ SPOLEČNOSTI,člověk a lidská společnost v pravěku
102264791,6,,výroba bronzu,POČÁTKY LIDSKÉ SPOLEČNOSTI,člověk a lidská společnost v pravěku
102264791,6,,železa,POČÁTKY LIDSKÉ SPOLEČNOSTI,člověk a lidská společnost v pravěku
102264791,7,,,,
102264791,7,,stěhování národů,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,nový etnický obraz Evropy
102264791,7,,vznik středověkých států,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,utváření států ve východoevropském a západoevropském kulturním okruhu a jejich specifický vývoj
102264791,7,,příchod Slovanů,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,nový etnický obraz Evropy
102264791,7,,Velká Morava a český stát,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"Velká Morava a český stát, jejich vnitřní vývoj a postavení v Evropě"
102264791,7,,jejich vnitřní vývoj a postavení v Evropě,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"Velká Morava a český stát, jejich vnitřní vývoj a postavení v Evropě"
102264791,7,,první Přemyslovci,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"Velká Morava a český stát, jejich vnitřní vývoj a postavení v Evropě"
102264791,7,,křesťanství,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"křesťanství, papežství, císařství, křížové výpravy"
102264791,7,,císařství,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"křesťanství, papežství, císařství, křížové výpravy"
102264791,7,,křížové výpravy,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"křesťanství, papežství, císařství, křížové výpravy"
102264791,7,,významná středověká náboženství,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,jiné
102264791,7,,struktura středověké společnosti,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"struktura středověké společnosti, funkce jednotlivých vrstev"
102264791,7,,funkce jednotlivých vrstev,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"struktura středověké společnosti, funkce jednotlivých vrstev"
102264791,7,,kultura středověké společnosti,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,kultura středověké společnosti - románské a gotické umění a vzdělanost
102264791,7,,románské a gotické umění a vzdělanost,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,kultura středověké společnosti - románské a gotické umění a vzdělanost
102264791,7,,renesance,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,"renesance, humanismus, husitství, reformace a jejich šíření Evropou"
102264791,7,,humanismus,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,"renesance, humanismus, husitství, reformace a jejich šíření Evropou"
102264791,7,,husitská revoluce,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,"renesance, humanismus, husitství, reformace a jejich šíření Evropou"
102264791,7,,místa nejvýznamnějších husitských bitev,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,"renesance, humanismus, husitství, reformace a jejich šíření Evropou"
102264791,7,,vybraná osobnost z období husitství,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,"renesance, humanismus, husitství, reformace a jejich šíření Evropou"
102264791,7,,taktika boje husitů,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,"renesance, humanismus, husitství, reformace a jejich šíření Evropou"
102264791,7,,český stát a velmoci v 15. - 18. století,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
102264791,7,,Habsburkové,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
102264791,7,,zámořské objevy,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,zámořské objevy a počátky dobývání světa
102264791,7,,počátky dobývání světa,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,zámořské objevy a počátky dobývání světa
102264791,7,,český stát v předbělohorské době,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
102264791,7,,30letá válka,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
102264791,7,,J. A. Komenský,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
102264791,8,,,,
102264791,8,,barokní kultura,OBJE VY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,barokní kultura a osvícenství
102264791,8,,sociální problémy a rozdíly v 18. a 19. století,MODERNIZACE SPOLEČNOSTI,industrializace a její důsledky pro společnost; sociální otázka
102264791,8,,průmyslový rozvoj,MODERNIZACE SPOLEČNOSTI,industrializace a její důsledky pro společnost; sociální otázka
102264791,8,,absolutistická vláda ve Francii,MODERNIZACE SPOLEČNOSTI,"politické proudy (konzervativismus, liberalismus, demokratismus, socialismus), ústava, politické strany, občanská práva"
102264791,8,,anglická revoluce,MODERNIZACE SPOLEČNOSTI,"revoluce 19. století jako prostředek řešení politických, sociálních a národnostních problémů"
102264791,8,,samoděržaví v Rusku,MODERNIZACE SPOLEČNOSTI,"politické proudy (konzervativismus, liberalismus, demokratismus, socialismus), ústava, politické strany, občanská práva"
102264791,8,,osvícenský absolutismus,OBJE VY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,barokní kultura a osvícenství
102264791,8,,vznik USA,MODERNIZACE SPOLEČNOSTI,"Velká francouzská revoluce a napoleonské období, jejich vliv na Evropu a svět; vznik USA"
102264791,8,,revoluce v 19. století,MODERNIZACE SPOLEČNOSTI,"revoluce 19. století jako prostředek řešení politických, sociálních a národnostních problémů"
102264791,8,,Velká francouzská revoluce,MODERNIZACE SPOLEČNOSTI,"Velká francouzská revoluce a napoleonské období, jejich vliv na Evropu a svět; vznik USA"
102264791,8,,napoleonské války,MODERNIZACE SPOLEČNOSTI,"Velká francouzská revoluce a napoleonské období, jejich vliv na Evropu a svět; vznik USA"
102264791,8,,Vídeňský kongres,MODERNIZACE SPOLEČNOSTI,"Velká francouzská revoluce a napoleonské období, jejich vliv na Evropu a svět; vznik USA"
102264791,8,,národní obrození,MODERNIZACE SPOLEČNOSTI,národní hnutí velkých a malých národů; utváření novodobého českého národa
102264791,8,,kolonialismus,MODERNIZACE SPOLEČNOSTI,"konflikty mezi velmocemi, kolonialismus"
102264791,8,,konflikty mezi velmocemi,MODERNIZACE SPOLEČNOSTI,"konflikty mezi velmocemi, kolonialismus"
102264791,8,,vznik Rakouska-Uherska,MODERNIZACE SPOLEČNOSTI,národní hnutí velkých a malých národů; utváření novodobého českého národa
102264791,8,,svět před 1. světovou válkou,MODERNÍ DOBA,"první světová válka a její politické, sociální a kulturní důsledky"
102264791,8,,"1. světová válka a její politické, sociální a kulturní důsledky",MODERNÍ DOBA,"první světová válka a její politické, sociální a kulturní důsledky"
102264791,9,,,,
102264791,9,,nové politické uspořádání Evropy,MODERNÍ DOBA,"nové politické uspořádání Evropy a úloha USA ve světě; vznik Československa, jeho hospodářsko-politický vývoj, sociální a národnostní problémy"
102264791,9,,vznik Československa,MODERNÍ DOBA,"nové politické uspořádání Evropy a úloha USA ve světě; vznik Československa, jeho hospodářsko-politický vývoj, sociální a národnostní problémy"
102264791,9,,hospodářsko-politický vývoj Československa,MODERNÍ DOBA,"nové politické uspořádání Evropy a úloha USA ve světě; vznik Československa, jeho hospodářsko-politický vývoj, sociální a národnostní problémy"
102264791,9,,sociální a národnostní problémy Československa,MODERNÍ DOBA,"nové politické uspořádání Evropy a úloha USA ve světě; vznik Československa, jeho hospodářsko-politický vývoj, sociální a národnostní problémy"
102264791,9,,mezinárodní politická a hospodářská situace ve 20. a 30. letech,MODERNÍ DOBA,"mezinárodněpolitická a hospodářská situace ve 20. a 30. letech; totalitní systémy - komunismus, fašismus, nacismus - důsledky pro Československo a svět"
102264791,9,,totalitní systémy,MODERNÍ DOBA,"mezinárodněpolitická a hospodářská situace ve 20. a 30. letech; totalitní systémy - komunismus, fašismus, nacismus - důsledky pro Československo a svět"
102264791,9,,komunismus,MODERNÍ DOBA,"mezinárodněpolitická a hospodářská situace ve 20. a 30. letech; totalitní systémy - komunismus, fašismus, nacismus - důsledky pro Československo a svět"
102264791,9,,fašismus,MODERNÍ DOBA,"mezinárodněpolitická a hospodářská situace ve 20. a 30. letech; totalitní systémy - komunismus, fašismus, nacismus - důsledky pro Československo a svět"
102264791,9,,nacismus,MODERNÍ DOBA,"mezinárodněpolitická a hospodářská situace ve 20. a 30. letech; totalitní systémy - komunismus, fašismus, nacismus - důsledky pro Československo a svět"
102264791,9,,důsledky totalitních systémů pro Československo a svět,MODERNÍ DOBA,"mezinárodněpolitická a hospodářská situace ve 20. a 30. letech; totalitní systémy - komunismus, fašismus, nacismus - důsledky pro Československo a svět"
102264791,9,,druhá světová válka,MODERNÍ DOBA,"druhá světová válka, holokaust; situace v našich zemích, domácí a zahraniční odboj; politické, mocenské a ekonomické důsledky války"
102264791,9,,holokaust,MODERNÍ DOBA,"druhá světová válka, holokaust; situace v našich zemích, domácí a zahraniční odboj; politické, mocenské a ekonomické důsledky války"
102264791,9,,rasismus,MODERNÍ DOBA,"druhá světová válka, holokaust; situace v našich zemích, domácí a zahraniční odboj; politické, mocenské a ekonomické důsledky války"
102264791,9,,situace v našich zemích během druhé světové války,MODERNÍ DOBA,"druhá světová válka, holokaust; situace v našich zemích, domácí a zahraniční odboj; politické, mocenské a ekonomické důsledky války"
102264791,9,,domácí odboj během druhé světové války,MODERNÍ DOBA,"druhá světová válka, holokaust; situace v našich zemích, domácí a zahraniční odboj; politické, mocenské a ekonomické důsledky války"
102264791,9,,zahraniční odboj během druhé světové války,MODERNÍ DOBA,"druhá světová válka, holokaust; situace v našich zemích, domácí a zahraniční odboj; politické, mocenské a ekonomické důsledky války"
102264791,9,,politické důsledky druhé světové války,MODERNÍ DOBA,"druhá světová válka, holokaust; situace v našich zemích, domácí a zahraniční odboj; politické, mocenské a ekonomické důsledky války"
102264791,9,,mocenské důsledky druhé světové války,MODERNÍ DOBA,"druhá světová válka, holokaust; situace v našich zemích, domácí a zahraniční odboj; politické, mocenské a ekonomické důsledky války"
102264791,9,,ekonomické důsledky druhé světové války,MODERNÍ DOBA,"druhá světová válka, holokaust; situace v našich zemích, domácí a zahraniční odboj; politické, mocenské a ekonomické důsledky války"
102264791,9,,sjednocování západní Evropy,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,jiné
102264791,9,,ČSSR od únorového převratu do roku 1989,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"vývoj Československa od roku 1945 do roku 1989, vznik České republiky"
102264791,9,,problémy současnosti,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,problémy současnosti
102264791,9,,vznik České republiky,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"vývoj Československa od roku 1945 do roku 1989, vznik České republiky"
102264791,9,,studená válka,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"studená válka, rozdělení světa do vojenských bloků reprezentovaných supervelmocemi; politické, hospodářské, sociální a ideologické soupeření"
102264791,9,,rozdělení světa do vojenských bloků,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"studená válka, rozdělení světa do vojenských bloků reprezentovaných supervelmocemi; politické, hospodářské, sociální a ideologické soupeření"
102264791,9,,rozpad koloniálního systému,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"rozpad koloniálního systému, mimoevropský svět"
102264791,9,,mimoevropský svět,ROZDĚLENÝ A INTEGRUJÍCÍ SE SVĚT,"rozpad koloniálního systému, mimoevropský svět"
102264970,6,,,,
102264970,6,,Úvod do studia dějin,ČLOVĚK V DĚJINÁCH,"význam zkoumání dějin, získávání informací o dějinách; historické prameny"
102264970,6,,historické vědy,ČLOVĚK V DĚJINÁCH,"význam zkoumání dějin, získávání informací o dějinách; historické prameny"
102264970,6,,mapy,ČLOVĚK V DĚJINÁCH,historický čas a prostor
102264970,6,,čas,ČLOVĚK V DĚJINÁCH,historický čas a prostor
102264970,6,,prameny,ČLOVĚK V DĚJINÁCH,"význam zkoumání dějin, získávání informací o dějinách; historické prameny"
102264970,6,,muzea,ČLOVĚK V DĚJINÁCH,"význam zkoumání dějin, získávání informací o dějinách; historické prameny"
102264970,6,,archivy,ČLOVĚK V DĚJINÁCH,"význam zkoumání dějin, získávání informací o dějinách; historické prameny"
102264970,6,,historické epochy,ČLOVĚK V DĚJINÁCH,historický čas a prostor
102264970,6,,vývoj lidské společnosti v pravěku,POČÁTKY LIDSKÉ SPOLEČNOSTI,člověk a lidská společnost v pravěku
102264970,6,,starověké civilizace a jejich kulturní odkaz,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102264970,6,,Egypt,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102264970,6,,Mezopotámie,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102264970,6,,Indie,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102264970,6,,Čína,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102264970,6,,Féničie,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102264970,6,,Palestina,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,nejstarší starověké civilizace a jejich kulturní odkaz
102264970,6,,Antika,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,antické Řecko a Řím
102264970,6,,Řecko,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,antické Řecko a Řím
102264970,6,,Řím,NEJSTARŠÍ CIVILIZACE. KOŘENY EVROPSKÉ KULTURY,antické Řecko a Řím
102264970,6,,Závěrečné shrnutí,JINÉ,jiné dějepisné téma
102264970,7,,,,
102264970,7,,středověk,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,jiné
102264970,7,,středověká společnost,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"struktura středověké společnosti, funkce jednotlivých vrstev"
102264970,7,,státy východní Evropy,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,utváření států ve východoevropském a západoevropském kulturním okruhu a jejich specifický vývoj
102264970,7,,státy západní Evropy,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,utváření států ve východoevropském a západoevropském kulturním okruhu a jejich specifický vývoj
102264970,7,,státy střední Evropy,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,utváření států ve východoevropském a západoevropském kulturním okruhu a jejich specifický vývoj
102264970,7,,křesťanství,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"křesťanství, papežství, císařství, křížové výpravy"
102264970,7,,islám,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"islám a islámské říše ovlivňující Evropu (Arabové, Turci)"
102264970,7,,Arabové,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"islám a islámské říše ovlivňující Evropu (Arabové, Turci)"
102264970,7,,Velká Morava,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"Velká Morava a český stát, jejich vnitřní vývoj a postavení v Evropě"
102264970,7,,český stát – Přemyslovci,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"Velká Morava a český stát, jejich vnitřní vývoj a postavení v Evropě"
102264970,7,,města a venkov,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"struktura středověké společnosti, funkce jednotlivých vrstev"
102264970,7,,vývoj v Evropě,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,jiné
102264970,7,,Lucemburkové,KŘESŤANSTVÍ A STŘEDOVĚKÁ EVROPA,"Velká Morava a český stát, jejich vnitřní vývoj a postavení v Evropě"
102264970,7,,husitství,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,"renesance, humanismus, husitství, reformace a jejich šíření Evropou"
102264970,7,,Jagellonci,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,český stát a velmoci v 15.-18. století
102264970,7,,novověk,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,jiné
102264970,7,,hospodářské změny v 15. a 16. století,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,jiné
102264970,7,,objevné plavby,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,zámořské objevy a počátky dobývání světa
102264970,7,,humanismus,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,"renesance, humanismus, husitství, reformace a jejich šíření Evropou"
102264970,7,,renesance,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,"renesance, humanismus, husitství, reformace a jejich šíření Evropou"
102264970,7,,reformace,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,"renesance, humanismus, husitství, reformace a jejich šíření Evropou"
102264970,7,,státy Evropy v 16. a 17. století,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,jiné
102264970,7,,baroko,OBJEVY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,barokní kultura a osvícenství
102264970,8,,,,
102264970,8,,osvícenství,OBJEWY A DOBÝVÁNÍ. POČÁTKY NOVÉ DOBY,barokní kultura a osvícenství
102264970,8,,vznik USA,MODERNIZACE SPOLEČNOSTI,"Velká francouzská revoluce a napoleonské období, jejich vliv na Evropu a svět; vznik USA"
102264970,8,,evropské státy na konci 18. stol. a v 1. polovině 19. stol.,MODERNIZACE SPOLEČNOSTI,jiné
102264970,8,,francouzská revoluce,MODERNIZACE SPOLEČNOSTI,"Velká francouzská revoluce a napoleonské období, jejich vliv na Evropu a svět; vznik USA"
102264970,8,,Napoleon,MODERNIZACE SPOLEČNOSTI,"Velká francouzská revoluce a napoleonské období, jejich vliv na Evropu a svět; vznik USA"
102264970,8,,Velká Británie,MODERNIZACE SPOLEČNOSTI,"revoluce 19. století jako prostředek řešení politických, sociálních a národnostních problémů"
102264970,8,,Rusko,MODERNIZACE SPOLEČNOSTI,"revoluce 19. století jako prostředek řešení politických, sociálních a národnostních problémů"
102264970,8,,Prusko,MODERNIZACE SPOLEČNOSTI,"revoluce 19. století jako prostředek řešení politických, sociálních a národnostních problémů"
102264970,8,,Rakousko,MODERNIZACE SPOLEČNOSTI,"revoluce 19. století jako prostředek řešení politických, sociálních a národnostních problémů"
102264970,8,,revoluce 1848,MODERNIZACE SPOLEČNOSTI,"revoluce 19. století jako prostředek řešení politických, sociálních a národnostních problémů"
102264970,8,,svět a Evropa v 2. pol. 19. stol.,MODERNIZACE SPOLEČNOSTI,jiné
102264970,8,,politické proudy,MODERNIZACE SPOLEČNOSTI,"politické proudy (konzervativismus, liberalismus, demokratismus, socialismus), ústava, politické strany, občanská práva"
102264970,8,,strany,MODERNIZACE SPOLEČNOSTI,"politické proudy (konzervativismus, liberalismus, demokratismus, socialismus), ústava, politické strany, občanská práva"
102264970,8,,občanská práva,MODERNIZACE SPOLEČNOSTI,"politické proudy (konzervativismus, liberalismus, demokratismus, socialismus), ústava, politické strany, občanská práva"
102264970,8,,ústava,MODERNIZACE SPOLEČNOSTI,"politické proudy (konzervativismus, liberalismus, demokratismus, socialismus), ústava, politické strany, občanská práva"
102264970,8,,kolonialismus,MODERNIZACE SPOLEČNOSTI,"konflikty mezi velmocemi, kolonialismus"
102264970,8,,konflikty mezi velmocemi,MODERNIZACE SPOLEČNOSTI,"konflikty mezi velmocemi, kolonialismus"
102264970,8,,první světová válka,MODERNÍ DOBA,"první světová válka a její politické, sociální a kulturní důsledky"
102264970,9,,,,
102264970,9,,politické uspořádání Evropy po 1. světové válce,MODERNÍ DOBA,"nové politické uspořádání Evropy a úloha USA ve světě; vznik Československa, jeho hospodářsko-politický vývoj, sociální a národnostní problémy"
102264970,9,,vznik ČSR,MODERNÍ DOBA,"nové politické uspořádání Evropy a úloha USA ve světě; vznik Československa, jeho hospodářsko-politický vývoj, sociální a národnostní problémy"
102264970,9,,20. a 30. léta totalitní systémy,MODERNÍ DOBA,"mezinárodněpolitická a hospodářská situace ve 20. a 30. letech; totalitní systémy - komunismus, fašismus, nacismus - důsledky pro Československo a svět"
102264970,9,,2. světová válka ve světě,MODERNÍ DOBA,"druhá světová válka, holokaust; situace v našich zemích, domácí a zahraniční odboj; politické, mocenské a ekonomické důsledky války"
102264970,9,,situace v našich zemích během 2. světové války,MODERNÍ DOBA,"druhá světová válka, holokaust; situace v našich zemích, domácí a zahraniční odboj; politické, mocenské a ekonomické důsledky války"
102264970,9,,odboj během 2. světové války,MODERNÍ DOBA,"druhá světová válka, holokaust; situace v našich zemích, domácí a zahraniční odboj; politické, mocenské a ekonomické důsledky války"
102264970,9,,důsledky války,MODERNÍ DOBA,"druhá světová válka, holokaust; situace v našich zemích, domácí a zahraniční odboj; politické, mocenské a ekonomické důsledky války"
